id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,110668,2205604972791,1,2205604972791,30237142968,110987,109713,748.24,0.68072,13196462691,0.60192,19943371.0,19943371.0,21000000.0,126080,-12.17049,2025-10-06T18:57:42.558Z,67.81,163204.79059,2013-07-06T00:00:00.000Z,,2025-11-02T09:58:40.648Z
